Headline,Content,Image,Url
"Rajasthan Royals IPL 2026 Full schedule: List of RR fixtures with match dates, venues and timings","Rajasthan Royals will head into the new season determined to revive the glory that defined their early years. Their wait for a second IPL title has stretched far too long. The inaugural champions stunned everyone in 2008 when they lifted the trophy under the inspirational leadership of Shane Warne , embracing the tag of underdogs and turning it into their greatest strength. Since that historic triumph, however, the franchise has struggled to add another title to its cabinet. Rajasthan Royals will open their season against Chennai Super Kings. (AP) This season begins with a familiar opponent as they take on Chennai Super Kings , the very side they defeated in that memorable 2008 final. Much has changed since then. CSK have gone on to build a powerhouse legacy with five championships, while the Royals are still chasing that elusive second crown. RR will head into the new season without Sanju Samson, who has been traded to CSK. In return, the franchise has strengthened its squad by bringing in Ravindra Jadeja and Sam Curran to bolster the all-rounder department. With the leadership spot open, Rajasthan have named Riyan Parag as captain for the upcoming campaign. Also Read - Mumbai Indians IPL 2026 schedule: List of MI fixtures with match dates, venues and timings The BCCI announced the league stage schedule, with the playoff matches update to be unveiled later. Rajasthan Royals will begin their IPL 2024 campaign with Guwahati serving as their base for the opening leg. During this phase, they are set to host Chennai Super Kings, Mumbai Indians and Royal Challengers Bengaluru. The Royals will also head to Ahmedabad for an away fixture against Gujarat Titans. RR IPL 2026 Schedule March 30 - Rajasthan Royals vs Chennai Super Kings - Guwahati - 7:30PM IST April 4 - Gujarat Titans vs Rajasthan Royals - Ahmedabad - 7:30PM IST April 7 - Rajasthan Royals vs Mumbai Indians - Guwahati - 7:30PM IST April 10 - Rajasthan Royals vs Royal Challengers Bengaluru - Guwahati - 7:30PM IST April 13 - Sunrisers Hyderabad vs Rajasthan Royals - Hyderabad - 7:30PM IST April 19 - Kolkata Knight Riders vs Rajasthan Royals - Kolkata - 3:30PM IST April 22 - Lucknow Super Giants vs Rajasthan Royals - Lucknow - 7:30PM IST April 25 - Rajasthan Royals vs Sunrisers Hyderabad - Jaipur - 7:30PM IST April 28 - Punjab Kings vs Rajasthan Royals - New Chandigarh - 7:30PM IST May 1 - Rajasthan Royals vs Delhi Capitals - Jaipur - 7:30PM IST May 9 - Rajasthan Royals vs Gujarat Titans - Jaipur - 7:30PM IST May 17 - Delhi Capitals vs Rajasthan Royals - Delhi - 7:30PM IST May 19 - Rajasthan Royals vs Lucknow Super Giants - Jaipur - 7:30PM IST May 24 - Mumbai Indians vs Rajasthan Royals - Mumbai - 3:30PM IST RR Full Squad for IPL 2026: Yashasvi Jaiswal, Shimron Hetmyer, Shubham Dubey, Vaibhav Sooryavanshi, Dhruv Jurel, Lhuan-dre Pretorius, Donovan Ferreira, Riyan Parag (C), Ravindra Jadeja, Sam Curran, Jofra Archer, Ravi Bishnoi, Sandeep Sharma, Tushar Deshpande, Kwena Maphaka, Nandre Burger.",https://www.hindustantimes.com/ht-img/img/2026/03/12/400x225/Rajasthan_Royals_1773313220365_1773313220526.jpg,https://www.hindustantimes.com/cricket/rajasthan-royals-ipl-2026-schedule-list-of-rr-fixtures-with-match-dates-venues-and-timings-101773312534671.html
---,---,---,---
"Paresh Raja’s £200,000 watch raised red flags years before £1.3-billion MFS collapse","Years before the dramatic collapse of UK mortgage lender Market Financial Solutions (MFS), a luxury watch worn by its founder Paresh Raja became an unlikely warning sign for a wary investor. Paresh Raja, the founder of MFS In 2019, Paresh Raja, the man behind MFS, turned up to meetings wearing a Richard Mille timepiece worth upwards of £200,000. For one potential investor, the display of wealth did not signal success, but rather raised questions. An expensive watch indeed According to the Financial Times report , Asif Godall, then co-chief investment officer at Cairn Capital, decided not to invest in MFS back in 2019 — in part because he was put off by Paresh Raja’s expensive Richard Mille timepiece. Godall recalled being struck by the ‘watch-to-house ratio’, noting that the Richard Mille watch was worth about half the value of his North London home. Here’s what the FT piece said: Paresh Raja, MFS’s director, sported a Richard Mille timepiece that can cost upwards of £200,000. A contact of Godall estimated the watch was about half the value of Raja’s north London home at the time. Godall decided to pass up on the opportunity to invest in MFS. (Also read: Remember Zuckerberg admiring Anant Ambani’s watch? His ₹ 7.7 crore timepiece explodes internet ) The collapse of MFS A UK-based mortgage lender, Market Financial Solutions (MFS), collapsed in late February amid serious allegations of fraud, triggering potential losses of up to £1.3 billion for major global lenders. Founded as a small family business, MFS grew rapidly under director Paresh Raja, becoming a significant player in the niche “bridging loans” market. However, concerns about its practices date back to at least 2019, when potential investors flagged poor transparency, incomplete loan data, and unusual refinancing patterns. Major institutions including Barclays , Santander, Jefferies, Wells Fargo, TPG collectively lent billions to MFS-linked entities. A Bloomberg report details how Paresh Raja spent lavishly on parties and artwork. The MFS office, for example, displayed jerseys signed by Lionel Messi and Karim Benzema, as well as boxing gloves used by Mike Tyson, Tyson Fury and Anthony Joshua.",https://www.hindustantimes.com/ht-img/img/2026/03/25/400x225/paresh_1774432596509_1774432604303.jpg,https://www.hindustantimes.com/trending/paresh-raja-s-200-000-watch-raised-red-flags-years-before-1-3-billion-mfs-collapse-101774432263309.html
---,---,---,---
"Mumbai auto driver says he earns  ₹2,500 a day after expenses: ' ₹75,000 mahine ka kama rahe hain'","A Mumbai auto driver has gone viral after claiming that he earns around ₹ 75,000 a month, sparking a debate online about income, effort and job stability. In a video shared by Instagram user Utkarsh Verma, the auto driver said that he earns about ₹ 2,500 a day on average - even after accounting for expenses. The auto driver said that he earns about  ₹2,500 a day on average. (Instagram/@uvichar_) The video begins with Verma saying he was speaking to the driver about how Mumbai is an expensive city. While agreeing, the driver said there is also a lot of money to be made. “Yahan paisa itna hai, barsata hai,” he says, adding that the only challenge is finding the right opportunity. He then tells Verma that his average daily earnings are around ₹ 2,500 after expenses. Based on this, Verma notes that the monthly income comes to roughly ₹ 75,000. Building on the claim, Verma compares the earnings with entry-level corporate salaries, pointing out that many fresh graduates do not earn as much in their first jobs. He also suggests that driving an auto in Mumbai can offer better income potential, along with daily interactions and networking opportunities, compared to “sitting in a cubicle. ” “ ₹ 75,000 is the average. If you work a little harder, you can earn around ₹ 1 lakh… minimum ₹ 60,000,” he says in the video. Watch the video below:",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/mumbai_auto_driver_1774528684846_1774528689362.jpg,https://www.hindustantimes.com/trending/mumbai-auto-driver-says-he-earns-rs-2-500-a-day-after-expenses-rs-75-000-mahine-ka-kama-rahe-hain-101774528531091.html
---,---,---,---
"Police to probe driver’s conduct in Karol Bagh bus crash that left 2 dead, 23 injured","New Delhi, Police will look into the the conduct of the driver, who was driving the speeding tourist bus that overturned while taking a sharp turn in Karol Bagh here, by recording the statements of injured passengers, an official said on Thursday. Police to probe driver’s conduct in Karol Bagh bus crash that left 2 dead, 23 injured Two people were killed and 23 others injured in the accident near Hanuman Mandir in central Delhi in the intervening night of Tuesday and Wednesday. All the injured, including the driver of the Jaipur-Delhi tourist bus, have since been discharged after treatment, police said. A senior police officer said the role of bystanders and the prompt response of police personnel helped prevent further casualties. ""A police officer present near the spot stopped a passing JCB machine to help lift the overturned bus, while bystanders placed cement boulders underneath it to create space for people to be rescued,"" he said. ""Their timely help saved crucial minutes and all passengers were rescued within 15 minutes,"" the officer said. Police said statements of all passengers will be recorded, with particular focus on those seated at the rear of the bus. ""Passengers sitting at the back are more likely to feel the impact of rash and high-speed driving. Their accounts will help ascertain the driver's behaviour during the journey,"" another officer said. Delhi Police said it will intensify surveillance on routes used by tourist buses entering the national capital, especially the ones that arrive late night. Senior officers have been directed to deploy personnel and enhance monitoring to ensure swift response in case of emergencies. ""We will maintain strict vigil on all entry routes of tourist sleeper buses so that immediate assistance can be provided if required,"" a senior officer said. Teams will also check compliance with safety norms, particularly the availability and functionality of emergency exits. ""Emergency exits are crucial in such vehicles as they enable quick evacuation during mishaps,"" the officer added. Police said late-night pickets will also be set up at strategic points to check drunk driving among bus drivers. The initiative aims to prevent accidents, reduce casualties and ensure stricter enforcement of safety norms for tourist buses entering Delhi. This article was generated from an automated news agency feed without modifications to text.",https://www.hindustantimes.com/ht-img/img/2026/01/27/400x225/ht-generic_cities2_1769511880449_1769511907099.jpg,https://www.hindustantimes.com/cities/delhi-news/police-to-probe-driver-s-conduct-in-karol-bagh-bus-crash-that-left-2-dead-23-injured-101774536143907.html
"Mumbai Indians IPL 2026 full schedule: List of MI fixtures with match dates, venues and timings","Five-time champions Mumbai Indians will play four games in the first phase of the 2026 season of the Indian Premier League ( IPL ), announced by the Board of Control for Cricket in India ( BCCI ) on Wednesday. Mumbai have two home games as part of the fixture and just one afternoon match. Mumbai Indians IPL 2026 full schedule (AFP) Mumbai will kick-start their campaign at home against three-time champions Kolkata Knight Riders on March 29, before travelling north to Delhi to take on the Delhi Capitals at the Arun Jaitley Stadium on April 4, and then facing Rajasthan Royals on April 7 in Guwahati. The Hardik Pandya-led side will then return home to host Royal Challengers Bengaluru on April 12 at the Wankhede Stadium. ALSO READ: Explainer: Why M Chinnaswamy Stadium, RCB's fate for IPL 2026 remains undecided 10 months after stampede To end their season, MI will have three road games in Raipur, Dharamsala, and Kolkata, before coming back home to finish the league stage against Rajasthan Royals at the Wankhede – a rerun of their iconic 2014 season-closer at the same venue. Mumbai, who made the playoffs last season, had retained their core unit before the IPL auction last December. They headed into the auction with five slots to fill and bid for just 10 players, including Cameron Green. Overall, they acquired only four players, including Quinton de Kock and left-arm spin all-rounder Atharva Ankolekar, at their base prices. Here is MI's IPL 2026 schedule: MI vs KKR - 7:30 PM IST - March 29 - Wankhede Stadium, Mumbai DC vs MI - 3:30 PM IST - April 4 - Arun Jaitley Stadium, Delhi RR vs MI - 7:30 PM IST - April 7 - Barsapara Cricket Stadium, Guwahati MI vs RCB - 7:30 PM IST - April 12 - Wankhede Stadium, Mumbai MI vs PBKS - 7:30 PM IST - April 16 - Wankhede Stadium, Mumbai GT vs MI - 7:30 PM IST - April 20 - Narendra Modi Stadium, Ahmedabad MI vs CSK - 7:30 PM IST - April 23 - Wankhede Stadium, Mumbai MI vs SRH - 7:30 PM IST - April 29 - Wankhede Stadium, Mumbai CSK vs MI - 7:30 PM IST - May 2 - M. A. Chidambaram Stadium, Chennai MI vs LSG - 7:30 PM IST - May 4 - Wankhede Stadium, Mumbai RCB vs MI - 7:30 PM IST - May 10 - Shaheed Veer Narayan Singh International Stadium, Raipur PBKS vs MI - 7:30 PM IST - May 14 - Himachal Pradesh Cricket Association Stadium, Dharamsala KKR vs MI - 7:30 PM IST - May 20 - Eden Gardens, Kolkata MI vs RR - 3:30 PM IST - May 24 - Wankhede Stadium, Mumbai MI's full squad for IPL 2026: Hardik Pandya (c), Rohit Sharma, Suryakumar Yadav, Tilak Varma, Ryan Rickleton, Robin Minz, Mitchell Santner, Corbin Bosch, Naman Dhir, Jasprit Bumrah, Trent Boult, Allah Ghafanzar, Ashwani Kumar, Deepak Chahar, Will Jacks, Raghu Sharma, Raj Angad Bawa, Sherfane Rutherford, Mayank Markande, Shardul Thakur, Quinton de Kock, Mohammad Izhar, Danish Malewar, Atharva Ankolekar, Mayank Rawat.",https://www.hindustantimes.com/ht-img/img/2026/03/12/400x225/Rohit_Sharma_Hardik_Pandya_1716342122552_1773302162353.jpg,https://www.hindustantimes.com/cricket/mumbai-indians-ipl-2026-full-schedule-bcci-indian-premier-league-match-time-table-fixtures-venue-timings-101773302051270.html
Detox vacations set to become mainstream? Sleep tourism is making quality rest the new priority for travellers,"Sleep is the cornerstone of good health. Yet in today's fast-paced lifestyle, it is generally sacrificed as screen time and late-night work take up more space. Subsequently, people are reeling with stress, fatigue and poor productivity. Sleep is the reset required to relieve everyday stress, but when it is pushed aside continuously, stress keeps building until one is pushed to the brink of burnout . ALSO READ: Last-minute trip? 13 secret light packing hacks that can save your day Sleep tourism is on the rise. (Pexel) Now the question is, why can't one take a day off and rest in their own home? Often, in your own space, surrounded by anxiety-inducing stimuli, whether it is a work laptop, endless notifications, or screens of varying sizes, getting the much-needed rest can feel impossible, almost out of reach. This calls for a detox, an intentional pause that deeply cleanses your energy, refreshing and invigorating you by taking you away from the claustrophobic bubble of constant connectivity, buzz and hubbub of work and personal life. A proper mental and digital reset is required to feel revitalised again. Recognising the need to reset and recharge, sleep tourism is emerging, where destinations and experiences attempt to promote a restorative pause, helping travellers disconnect. Let's hear from hospitality experts on why sleep tourism is growing and becoming a priority for modern travellers. Why is sleep tourism growing?",https://images.hindustantimes.com/default/550x309.jpg,https://www.hindustantimes.com/lifestyle/travel/detox-vacations-set-to-become-mainstream-sleep-tourism-is-making-quality-rest-the-new-priority-for-travellers-101774440746978.html
RCB's Mangesh Yadav beats poverty with his talent in another moving IPL story,"IPL stories can be tear-jerking for sure. The IPL dream comes true for Mangesh Yadav. (royalchallengers.com ) Most of the budding Indian cricketers come from underprivileged backgrounds, and their progression to the IPL in the face of adversity can move anyone to tears. Mangesh Yadav is one such story, if you remember. Last year at the auction, Mangesh, son of a truck driver, fetched ₹ 5.2 crore and joined Royal Challengers Bengaluru (RCB). Stories like that make the IPL a truly remarkable event. Not just the Indian cricketers, the IPL has also changed the lives of many foreign cricketers who, prior to their associations, were not exactly rich. Also Read: The great betrayal at Delhi Capitals: Judas of the moment, Ben Duckett should drink less so that he can think clearly Mangesh, who is a left-arm seam bowler, and his father recently sat down with RCB Bold Diaries, and recounted how they struggled together. And frankly, these stories make one believe in miracles. Mangesh’s father, Ramavadh said: “A truck driver’s life is no life. Neither we get to eat properly nor we get to bathe properly. If the truck is full, we have the worry to unload it and if it’s empty, we have to worry about reloading it. “I had to struggle a lot for Mangesh’s expenses. Sometimes I would not be able to sleep at night because of that money and would keep thinking while driving on the road where I should get this money from to make his ends meet. “I would think coming from there and those who were very close to me would ask them on the phone as well if I could receive some help. I would ensure that his and my expenses were taken care of. The struggle was real and we kept fighting it.” Many more people played a part in Mangesh's success! One's success is never one's alone. Mangesh had talent, and his father was willing to break his back to help him achieve his dream. However, many more people were instrumental to his rise from nowhere. His uncle and coach Phool Chand Sharma did their bit too. “I would play with a tennis ball or a stumper ball made of rubber. Then I went to the village. My uncle saw me playing and thought I could play professionally. Then I played a few professional tennis tournaments. He liked it. Then he sent me to Delhi to meet Phool Sir,” Mangesh said. Mangesh made his name in the Madhya Pradesh T20 League. Shedding light on what his childhood was like, the 23-year-old said: “When I was a little kid, I would go out to play, the kids would fight among themselves and then I would go home crying,” before his dad added, “He would tell his mum that he would not play with anyone. Just bring me a bat and a ball. When we bought him a bat and a ball, his mum used to bowl to him in the small courtyard, and he would bat.” Defending champions RCB kick off the 19th season of the league on March 28 against Sunrisers Hyderabad. Their Aussie import, Josh Hazlewood has been ruled out of the first few matches as he is nursing injuries. Then Yash Dayal has been ruled out en",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/mangesh_1774498527652_1774498542742.jpg,https://www.hindustantimes.com/cricket/rcbs-mangesh-yadav-beats-poverty-with-his-talent-in-another-moving-ipl-story-101774498152771.html
---,---,---,---
"Ustaad Bhagat Singh box office collection day 7: Pawan Kalyan film crashes, ends first week with just  ₹65 crore","Ustaad Bhagat Singh box office collection day 7 : Pawan Kalyan ’s action comedy, which hit theatres on March 19 alongside Ranveer Singh and Aditya Dhar’s Dhurandhar: The Revenge , has struggled to hold its ground at the box office. While Dhurandhar has turned into a full-blown theatrical phenomenon, Ustaad Bhagat Singh has failed to match the momentum and wrapped up its first week with underwhelming numbers. Ustaad Bhagat Singh box office collection day 7: Pawan Kalyan's still from Harish Shankar's directorial. Ustaad Bhagat Singh box office collection According to Sacnilk, Ustaad Bhagat Singh collected ₹ 2.50 crore on its first Monday, followed by ₹ 1.75 crore on Tuesday. On its seventh day, Wednesday, the film recorded the lowest single-day earnings so far, collecting ₹ 1.14 crore. The total domestic collection of the film now stands at ₹ 65.74 crore. Clearly, Pawan's film is hit by Dhurandhar 2 mania and is struggling to maintain a strong hold at the box office. In comparison, Dhurandhar 2 collected ₹ 47.70 crore on Wednesday, out of which ₹ 2.50 crore came from Telugu, and this took its collection to a staggering ₹ 623.42 crore. The film is also lagging far behind Pawan's previous release, Hari Hara Veera Mallu, which collected ₹ 79.73 crore at the end of its first week. Ustaad Bhagat Singh is also struggling to cross ₹ 100 crore at the box office worldwide. About Ustaad Bhagat Singh Helmed by Harish Shankar, the action comedy is produced by Mythri Movie Makers. The film stars Pawan Kalyan in the titular role alongside Sreeleela, Raashii Khanna and R. Parthiban in key roles. The film received mixed to negative reviews from the critics as well as the audience. Talking about the negative reviews and underwhelming box office collection, the film's director, Harish Shankar, said at a recent event, ""Trollers are more than free to troll anything, I take constructive criticism. Like, ‘the scene was not very well written’ or ‘it could have been written much better,’ ‘the first half was a little slow’... I will take the constructive criticism, and I don't think of taking the troll material seriously because their identity and their whereabouts are not known. They themselves are too insecure to reveal their identity."" He further added that he doesn't care about the trolls and blocks or complains when someone uses abusive words or crosses a line online. Ustaad Bhagat Singh marks Harish and Pawan's second film after their 2012 film, Gabbar Singh. The film, which was a remake of the 2010 film, Dabangg, proved to be a success at the box office.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/HEKkMfQaIAE_jWi_1774493447308_1774493455666.jpg,https://www.hindustantimes.com/entertainment/telugu-cinema/ustaad-bhagat-singh-box-office-collection-day-7-pawan-kalyan-film-crashes-ends-first-week-with-just-65-crore-101774492340684.html
"Census 2027: Enumerators asked to be polite, could face jail time for lapses in duty","The Registrar General of India (RGI),Mrityunjay Kumar Narayan, has issued a detailed directive a week ahead of the country’s largest administrative exercise — Census 2027 — outlining the duties of census enumerators, including ensuring all houses are covered in data collection, even if multiple visits are needed for locked premises, and maintaining polite behaviour. The Registrar General of India has issued a detailed directive a week ahead of the country’s largest administrative exercise — Census 2027 — outlining the duties of census officers (Representative photo) Census officers found not performing their duties, or intentionally asking any offensive or improper question, or damaging any census document, may face imprisonment of up to three years and a fine of ₹ 1,000, according to the directive issued to all states and Union territories (UTs), reviewed by HT. “For smooth conduct of Census operations, it is necessary that the Census officers engaged in conducting of Houselisting and Housing Census and Population Enumeration must be informed of their specific duties under the Census Act. Along with the duties, penalties have also been prescribed under Section 11 of the Census Act, 1948,” Narayan said. For enumerators, the directive said they shall “show all buildings with numbers, number of census houses in each building and other important landmarks on the layout map; assign numbers to each building and census house; carry appointment letter along with ID card during the field visit; and conduct proper probing while maintaining polite behavior during the field visit”. It further said that enumerators shall “fill up the data in the mobile app during door-to-door visits according to instructions issued; ensure that all the houses/households are covered under her/his jurisdiction; and make multiple visits if the census house is found locked”. Similarly, principal census officers, supervisors and district charge officers have also been assigned specific duties of organising the process and monitoring developments related to the decadal exercise. Citing the provisions of penalties under Section 11 of the Census Act, Narayan said in his communication that “any census officer or any person lawfully required to assist in taking of Census who refuses to perform any duty imposed upon her/him by this Act; or any census officer who intentionally puts any offensive or improper question; or any sorter, compiler or other member of the census staff who removes, secretes, damages or destroys any census documents or deals with any census document in a manner likely to falsify or impair the tabulation of census results, shall be punishable with fine which may extend to one thousand rupees and in case of a conviction shall also be punishable with imprisonment which may extend to three years”. The Ministry of Home Affairs informed Parliament last week that in Census 2027, data on the sex of transgender-headed households will be collected along with male and female",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/The-Registrar-General-of-India-has-issued-a-detail_1774535456038.jpg,https://www.hindustantimes.com/india-news/census-2027-enumerators-asked-to-be-polite-could-face-jail-time-for-lapses-in-duty-101774535462630.html
Ashtami Horoscope 2026: What the stars have in store for every zodiac sign on Durga Ashtami,"As Chaitra Navratri reaches its most spiritually charged phase, Durga Ashtami on March 26, 2026, arrives as a powerful moment of reflection, release and renewal. Dedicated to Goddess Durga in her fiercest form, the day symbolises inner strength, protection and the courage to walk away from what no longer aligns. It is a time to reset emotional patterns, tune into your intuition and move forward with clarity. Here’s how the energy of Ashtami may unfold for each zodiac sign. Durga Ashtami A day of reflection and realignment Aries It’s time to focus on progress, not perfection. Aries, you have already gone through a phase of confronting your truth in a raw and unfiltered way, and now there is no turning back. Situations or relationships that once felt comfortable may suddenly feel artificial or forced. This realisation could bring a quiet sense of heartache, as letting go is never easy, especially when something has been a part of your identity for long. However, this phase is not about loss, it is about evolution. You are stepping into a version of yourself that values authenticity over approval. Allow yourself to release what no longer resonates, and trust that this emotional clearing is making space for something far more aligned with who you are becoming. Taurus Things may feel layered and slightly overwhelming right now, Taurus, especially when you are trying to make sense of everything at once. There could be a tendency to overanalyse how others perceive you or whether you are meeting certain expectations, both your own and those of people around you. This mental loop may leave you feeling restless or uncertain about your next step. Take a pause and breathe. Not every situation requires immediate clarity or action. When you slow down and allow life to unfold at its own pace, you begin to notice the subtle support systems already in place. Trust that you do not need to prove your worth constantly—simply being present and engaged in the moment is enough. Gemini Your answers lie in communication today, Gemini. Whether you are dealing with a relationship concern, a work-related issue or even your own internal dialogue, expressing yourself honestly will bring a sense of relief. You may realise that some of the pressure you feel is self-created, often stemming from overthinking or assuming outcomes before they happen. This is a good time to seek guidance or lean on a trusted support system. Conversations that may have felt difficult earlier can now flow more easily if approached with openness. Sometimes, simplifying your approach and focusing on clear, direct communication can resolve issues that once seemed complicated and overwhelming. Cancer You may feel like every time you try to establish a routine or sense of stability, something shifts unexpectedly. Cancer, instead of viewing this as a disruption, try to see it as a deeper question being asked of you—are your current efforts aligned with what you truly want? There may be a disconnect between ",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/ososoa_1774510222787_1774510235431.jpg,https://www.hindustantimes.com/htcity/leisure/ashtami-horoscope-2026-what-the-stars-have-in-store-for-every-zodiac-sign-on-durga-ashtami-horoscope-today-101774509654360.html
---,---,---,---
"Ruturaj Gaikwad ends suspense on CSK openers for IPL 2026, settles Sanju Samson’s role in rebuild phase","Chennai Super Kings head into IPL 2026 with arguably the best batting lineup in the entire competition – a stark change from 2025, where their batting was historically poor and their big weakness in a season they finished bottom of the pile. Ruturaj Gaikwad and the CSK thinktank have a big decision to make. (PTI) Thanks to replacement players, savvy trades, and a willingness to go after youth in the auction, it’s an interesting, Indian-centric batting unit – but one which will need to settle on a balance quickly. The big question is what the composition of the top three will look like: while captain Ruturaj Gaikwad , Ayush Mhatre , and fresh acquisition Sanju Samson will play those roles, in exactly what combination is the question. At the Captains’ Meeting in Mumbai on Wednesday evening, Gaikwad seemed to lay out CSK’s cards on the table. He was asked exactly this question, about which duo would be opening come CSK’s opening match vs Rajasthan Royals – and surprisingly, provided a straight answer. “Rutu and Sanju,” said the CSK captain directly, giving himself and the Indian national team opener the nod ahead of the youth of U-19 captain Ayush Mhatre.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/PTI05-01-2024-RPT188B-0_1714615777706_1774523226455.jpg,https://www.hindustantimes.com/cricket/ipl/ruturaj-gaikwad-ends-suspense-on-csk-openers-for-ipl-2026-settles-sanju-samson-s-role-in-rebuild-phase-101774522947907.html
---,---,---,---
Public has received only queues under BJP govt: Akhilesh,"The Samajwadi Party president Akhilesh Yadav has blamed the Bharatiya Janata Party (BJP) government at the Centre and in state for shortage of LPG and fuel in the state. Samajwadi Party president Akhilesh Yadav at a press conference held on Thursday at the Samajwadi Party’s state headquarters in Lucknow (HT Photo) Speaking at a press conference held on Thursday at the Samajwadi Party’s state headquarters, Yadav remarked, “The BJP thrives on false propaganda. During the era of Hitler, Germany had only one Minister of Propaganda; however, under the BJP regime—both at the Centre and in the state—every single minister acts as a Minister of Propaganda,” he stated. Addressing the shortages of cooking gas and fuel, Akhilesh Yadav stated that under the BJP government, the pubslic has received nothing but queues. “The BJP government has made absolutely no preparations to alleviate the difficulties and hardships currently being faced by the people. The government’s only ‘preparation’ seems to be reducing the standard 14.2 kg LPG cylinder to a mere 10 kg. “Instead of preparing to tackle the current crisis, the government has merely served as a reminder of the hardships endured during the pandemic. Every decision taken by the BJP has forced people to stand in queues; however, this time, the public is prepared—they will stand in line to completely wipe out the BJP,” said Yadav. He further pointed out that India shares long-standing trade relations with both nations (US and Iran) currently engaged in conflict, however, due to the actions of the BJP, India has forfeited its opportunity to attain the stature of a global mentor.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/Samajwadi-Party-president-Akhilesh-Yadav-at-a-pres_1774536176182.jpeg,https://www.hindustantimes.com/cities/lucknow-news/public-has-received-only-queues-under-bjp-govt-akhilesh-101774536178439.html
---,---,---,---
Did PM Modi mention a Covid-like lockdown in his speech? Fact-checking the viral claim,"Amid rising online searches about a possible lockdown in India , a claim began circulating on social media suggesting that Prime Minister Narendra Modi hinted at a Covid-style lockdown while addressing Parliament on the ongoing West Asia crisis. But a closer look at his speeches in Lok Sabha and Rajya Sabha shows that the claim is misleading. Prime Minister Narendra Modi speaks in Rajya Sabha during the second part of the Budget Session of Parliament, in New Delhi. (Sansad TV/ANI Video Grab) The ‘lockdown’ claim Several posts and online discussions suggested that Modi referred to the possibility of a lockdown while speaking about the global impact of the ongoing conflict in West Asia. This triggered searches such as “India lockdown again”, “lockdown news”, and “Is lockdown coming back in India?” across the internet. The speculation intensified after the government announced an all-party meeting to discuss the crisis and its implications for India’s economy and supply chains. What PM Modi actually said In his speeches in the Lok Sabha and the Rajya Sabha earlier this week, the Prime Minister did refer to the Covid-19 pandemic - but only as an example of how the country handled a global crisis. While addressing Parliament on the impact of the West Asia conflict, Modi said India had previously navigated disruptions during the Covid period and emphasised the importance of national unity during difficult times. He urged citizens to remain “ prepared and united, just as it had stood together during the COVID-19 pandemic ,” while warning that global disruptions caused by the war could have long-term economic consequences. ""As we can see, the situation regarding this war is changing moment by moment. Therefore, I would also say to my fellow citizens that we must be prepared for every challenge. There is a strong possibility that the adverse effects of this war will last for a long time. But I assure the people of the country that the government is alert, ready, and working with full seriousness on strategy, taking every necessary decision,"" PM Modi said.",https://www.hindustantimes.com/ht-img/img/2026/03/26/400x225/Narendra_Modi_1774494745687_1774494745816.jpg,https://www.hindustantimes.com/india-news/did-pm-modi-mention-a-covid-like-lockdown-in-india-in-his-speech-fact-checking-the-viral-claim-101774494097391.html
